ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,RiesgoPagAtrazo
237,605,0.2390395946646074,91469,61,8,11,2221,5,6,Own,Masters,Divorced,20,0.22216341,Riesgo medio
238,718,0.5023004325081752,28165,43,6,18,5670,9,4,Own,Bachelor,Widowed,8,0.22735055,Riesgo medio
239,500,0.4396256927976116,137810,87,6,4,5257,1,2,Rent,High School,Divorced,7,0.16030647,Riesgo bajo
240,733,0.3400664644129537,47031,88,5,11,15129,15,12,Rent,PhD,Widowed,21,0.19377743,Riesgo muy alto
241,316,0.1630984956797529,151644,45,8,2,19905,13,13,Own,PhD,Widowed,1,0.19750452,Riesgo alto
242,807,0.3765072678471363,101350,79,3,19,8072,5,1,Mortgage,High School,Widowed,0,0.1545075,Riesgo medio
243,707,0.7985543576618915,91146,68,8,15,16368,1,8,Rent,High School,Divorced,28,0.2551963,Riesgo bajo
244,321,0.6173467396967849,55566,21,3,1,5321,0,14,Mortgage,Masters,Divorced,14,0.16636494,Sin riesgo
245,674,0.1238158993795813,36512,33,4,17,14114,4,18,Rent,Masters,Single,29,0.17337039,Riesgo bajo
246,658,0.5359828440413066,135653,31,6,14,11904,10,3,Rent,High School,Single,12,0.23403908,Riesgo medio
247,532,0.0241329210264505,60042,85,8,9,14316,18,16,Rent,Masters,Divorced,0,0.19243166,Riesgo muy alto
248,619,0.2900541522416575,67539,34,6,10,3223,5,13,Mortgage,Masters,Married,6,0.2120776,Riesgo medio
249,642,0.2299163004470144,167538,61,5,17,1659,0,8,Rent,Masters,Single,16,0.19460209,Sin riesgo
250,447,0.4652388415146246,75709,54,1,13,13718,4,23,Own,Bachelor,Married,1,0.3127022,Riesgo bajo
251,660,0.5583604976193585,61530,79,7,10,3806,7,25,Rent,Bachelor,Married,8,0.32597044,Riesgo medio
252,375,0.5834853463836388,154564,54,5,9,2811,8,23,Rent,Masters,Divorced,14,0.2017376,Riesgo medio
253,846,0.2049159062931461,189790,75,5,11,6221,10,17,Mortgage,Bachelor,Widowed,15,0.20724335,Riesgo medio
254,828,0.6172030946228079,43654,64,9,15,2217,4,11,Rent,PhD,Single,23,0.3147479,Riesgo bajo
255,406,0.2383266476444129,135486,69,7,18,11917,5,5,Own,Bachelor,Married,19,0.31595293,Riesgo medio
256,488,0.6482334796109577,26994,51,5,18,8672,1,3,Own,Bachelor,Widowed,9,0.26386276,Riesgo bajo
257,700,0.6761325914208602,100633,54,7,10,19235,0,6,Mortgage,High School,Single,2,0.22956118,Sin riesgo
258,565,0.7636556564661595,67488,35,4,5,8687,16,3,Mortgage,Bachelor,Divorced,6,0.23750913,Riesgo muy alto
259,529,0.7374378182206247,182938,63,9,0,10708,5,27,Rent,Bachelor,Single,8,0.26168248,Riesgo medio
260,317,0.1175275334024498,38847,33,8,3,17436,12,12,Rent,High School,Divorced,24,0.1605433,Riesgo alto
261,673,0.7096226731023466,155268,32,5,4,2563,15,9,Rent,Masters,Divorced,29,0.19364236,Riesgo muy alto
262,748,0.1152975229107269,186628,21,2,9,3063,18,8,Rent,Masters,Divorced,28,0.17002526,Riesgo muy alto
263,779,0.4111464982427879,156719,46,2,7,10917,4,23,Own,Bachelor,Widowed,24,0.23943011,Riesgo bajo
264,680,0.5491905520032597,96886,74,7,16,14316,17,6,Rent,Bachelor,Married,0,0.3133412,Riesgo muy alto
265,558,0.5013555889001401,189969,32,8,6,5329,7,28,Own,High School,Widowed,28,0.21560793,Riesgo medio
266,473,0.1537938877569897,178324,47,3,14,14477,19,20,Mortgage,High School,Married,11,0.23256883,Riesgo muy alto
267,717,0.6935264011300099,90446,85,0,12,11648,15,19,Mortgage,High School,Married,12,0.3070777,Riesgo muy alto
268,828,0.4363664882176423,75151,33,1,12,7385,6,15,Own,High School,Single,24,0.25331524,Riesgo medio
269,426,0.4627585964103951,143729,43,0,2,16215,6,2,Rent,Bachelor,Divorced,23,0.24136466,Riesgo medio
270,682,0.4695179703949934,146896,63,2,4,7663,13,3,Own,Masters,Widowed,12,0.18439776,Riesgo alto
271,605,0.8850296334765428,184654,55,5,18,14476,3,13,Rent,PhD,Married,28,0.30380315,Riesgo bajo
272,685,0.7539866800947121,185456,57,5,16,2078,9,13,Rent,Masters,Single,24,0.26527962,Riesgo medio
273,711,0.9060746996581892,57772,68,0,19,9713,14,23,Rent,Masters,Divorced,2,0.26889142,Riesgo alto
274,519,0.2630257192700415,163954,69,0,11,8623,2,23,Mortgage,High School,Divorced,0,0.21278074,Riesgo bajo
275,666,0.421565191408657,130486,51,1,19,19866,17,19,Rent,High School,Single,1,0.25903144,Riesgo muy alto
276,522,0.9061518614580422,22644,35,2,5,7963,11,25,Mortgage,Masters,Divorced,8,0.22862333,Riesgo alto
277,440,0.340985211978227,25136,31,9,15,5911,1,27,Mortgage,PhD,Divorced,29,0.22691971,Riesgo bajo
278,542,0.1712022346608797,55453,57,2,6,16892,17,28,Rent,Bachelor,Widowed,8,0.20742181,Riesgo muy alto
279,330,0.9339192594377004,150957,59,3,11,9193,7,23,Mortgage,Masters,Single,26,0.32941177,Riesgo medio
280,602,0.9903286175148434,125098,76,7,0,13336,18,24,Rent,Bachelor,Single,27,0.31354827,Riesgo muy alto
281,507,0.8543819531184148,130218,56,5,16,16393,12,21,Mortgage,High School,Married,7,0.28552282,Riesgo alto
282,457,0.91267775217242,82008,39,1,0,2978,13,19,Own,PhD,Widowed,11,0.26291978,Riesgo alto
283,634,0.2473195805557271,50840,26,6,16,19127,15,5,Rent,Bachelor,Widowed,4,0.17049886,Riesgo muy alto
284,723,0.3375159914699712,93212,50,8,1,9623,17,26,Rent,PhD,Single,14,0.27331972,Riesgo muy alto
285,684,0.0498389250719666,58822,30,7,6,10117,11,26,Rent,Bachelor,Divorced,6,0.2177403,Riesgo alto
286,306,0.4277647761460058,149304,30,6,10,14221,7,4,Rent,Masters,Divorced,16,0.0,Riesgo medio
287,713,0.5189002671782516,123218,26,8,16,2613,13,4,Mortgage,High School,Divorced,25,0.19988456,Riesgo alto
288,357,0.9852202095475008,57324,20,4,16,18562,9,9,Mortgage,High School,Widowed,23,0.2650939,Riesgo medio
289,517,0.6688164843619361,142924,29,9,15,16463,11,13,Rent,Bachelor,Divorced,28,0.25746715,Riesgo alto
290,320,0.1512898692632059,100198,51,1,14,1807,11,24,Mortgage,High School,Widowed,6,0.18111384,Riesgo alto
291,792,0.5412210847754473,192398,77,8,15,8163,1,20,Rent,High School,Single,7,0.21843447,Riesgo bajo
292,563,0.814693707429488,114400,62,2,3,17597,9,24,Own,High School,Single,22,0.3169732,Riesgo medio
293,421,0.8245454221303732,93673,48,9,9,16302,15,5,Rent,Bachelor,Single,7,0.28967693,Riesgo muy alto
294,459,0.7344532240297241,159128,83,7,15,3858,13,12,Rent,Bachelor,Widowed,15,0.25900376,Riesgo alto
295,762,0.8175331971682717,42524,48,1,3,11252,17,20,Mortgage,High School,Married,4,0.2604481,Riesgo muy alto
296,847,0.0987748331499974,23050,81,4,2,8857,14,27,Own,High School,Divorced,10,0.21568622,Riesgo alto
297,533,0.3267468895110176,134587,44,8,6,16606,14,7,Rent,Bachelor,Divorced,3,0.2030631,Riesgo alto
298,830,0.2751376482093964,118542,32,3,15,19577,6,12,Own,Masters,Divorced,5,0.1912439,Riesgo medio
299,801,0.2308171330317413,27753,73,1,9,5106,8,24,Rent,Masters,Divorced,9,0.21640977,Riesgo medio
300,436,0.763202167732781,42925,84,3,17,14428,8,11,Rent,Masters,Divorced,14,0.24917823,Riesgo medio
301,569,0.288270218760067,92480,85,0,12,16745,15,24,Own,PhD,Single,0,0.31123084,Riesgo muy alto
302,494,0.11441132556024,98093,60,5,17,5654,15,18,Mortgage,PhD,Married,10,0.28456873,Riesgo muy alto
303,505,0.7268869386552582,93002,33,0,8,7721,3,24,Rent,PhD,Widowed,16,0.24510662,Riesgo bajo
304,717,0.6366396939405532,160338,50,8,11,4333,11,28,Rent,Bachelor,Married,24,0.33886293,Riesgo alto
305,718,0.2352938532273453,30729,51,6,12,5339,6,15,Rent,PhD,Married,28,0.32005593,Riesgo medio
306,717,0.6822322102281413,69035,87,4,7,1407,15,2,Mortgage,Masters,Widowed,1,0.18907431,Riesgo muy alto
307,581,0.3243377544767429,120904,38,2,4,11835,5,3,Mortgage,PhD,Widowed,10,0.17926823,Riesgo medio
308,540,0.0833137631038259,171173,67,8,13,4661,7,24,Mortgage,Masters,Single,9,0.21273616,Riesgo medio
309,497,0.6285182953741775,89805,28,6,14,1136,14,28,Mortgage,PhD,Married,23,0.27185133,Riesgo alto
310,453,0.3112843734405391,153983,43,4,15,18533,0,14,Rent,High School,Widowed,11,0.15500307,Sin riesgo
311,726,0.8417340779895582,102224,87,0,18,2547,15,10,Rent,Bachelor,Single,3,0.32019004,Riesgo muy alto
312,761,0.2350210258610824,69327,80,8,8,17929,8,4,Own,High School,Married,3,0.2479114,Riesgo medio
313,730,0.4703956788993549,36379,57,8,18,7458,3,10,Rent,Masters,Divorced,4,0.19343573,Riesgo bajo
314,544,0.0881325599396851,123478,22,7,10,18077,13,11,Rent,Masters,Single,25,0.1618892,Riesgo alto
315,460,0.1590269168013699,127728,36,9,8,12360,17,4,Own,Bachelor,Widowed,14,0.16898656,Riesgo muy alto
316,550,0.9868529755411664,74976,49,3,15,7007,10,22,Rent,High School,Widowed,17,0.24654403,Riesgo medio
317,813,0.7145637827571352,122603,32,2,14,19468,11,9,Mortgage,High School,Single,19,0.27396178,Riesgo alto
318,498,0.711749955650807,62437,76,6,6,14098,6,24,Own,Bachelor,Widowed,10,0.289356,Riesgo medio
319,777,0.1734998191750193,96281,65,9,6,7853,9,1,Rent,High School,Married,29,0.23370738,Riesgo medio
320,431,0.9159248707363076,34479,33,9,4,6470,18,20,Own,High School,Single,2,0.24059257,Riesgo muy alto
321,371,0.2085696728892458,116259,87,3,7,18828,3,29,Own,PhD,Married,12,0.31962094,Riesgo bajo
322,642,0.5958422562717981,66214,69,7,18,5107,19,24,Own,Bachelor,Single,9,0.31684574,Riesgo muy alto
323,797,0.3743301531829081,89088,64,0,5,7485,10,9,Mortgage,High School,Widowed,26,0.1712079,Riesgo medio
324,626,0.4716574091547902,108614,50,4,15,16572,4,22,Mortgage,Bachelor,Single,4,0.28968668,Riesgo bajo
325,818,0.0691803143535662,84126,78,6,15,14441,1,20,Rent,Bachelor,Married,7,0.26098174,Riesgo bajo
326,646,0.843109141645446,152588,60,8,12,6280,14,3,Own,Bachelor,Married,7,0.31510198,Riesgo alto
327,618,0.0346016254996141,35050,19,9,15,8595,1,2,Rent,PhD,Widowed,15,0.17238422,Riesgo bajo
328,464,0.1049951140081516,90879,80,5,1,2380,5,17,Rent,Bachelor,Single,5,0.22903432,Riesgo medio
329,525,0.4192979179912356,147099,71,6,15,11855,11,1,Own,Bachelor,Widowed,7,0.22778459,Riesgo alto
330,849,0.9140646802178866,72432,34,9,3,13575,2,25,Rent,Masters,Divorced,9,0.17509134,Riesgo bajo
331,796,0.6174156919474074,39938,34,1,7,19110,13,27,Rent,PhD,Married,9,0.3043612,Riesgo alto
332,689,0.206787493834811,126344,85,2,16,19305,6,28,Mortgage,PhD,Married,11,0.29855213,Riesgo medio
333,449,0.1637229733629089,137810,71,4,5,12524,3,19,Rent,Masters,Divorced,26,0.17675647,Riesgo bajo
334,809,0.2482652462746039,20862,52,7,16,11883,0,8,Own,Bachelor,Married,16,0.31682158,Sin riesgo
335,315,0.567572139630801,46778,67,9,19,16637,3,10,Mortgage,PhD,Divorced,0,0.24712835,Riesgo bajo
336,833,0.5190708134590014,165425,65,5,18,3936,12,12,Mortgage,High School,Single,7,0.23873945,Riesgo alto
337,739,0.926955244935949,154298,38,0,10,8516,2,5,Own,High School,Married,4,0.24333256,Riesgo bajo
338,433,0.9445794257256968,180817,33,6,19,10052,12,13,Mortgage,High School,Divorced,28,0.27261373,Riesgo alto
339,674,0.4601524440020426,53491,73,7,9,17090,12,27,Rent,PhD,Divorced,7,0.26653165,Riesgo alto
340,685,0.864404421262959,148266,35,6,0,4190,2,21,Rent,Masters,Divorced,7,0.16410574,Riesgo bajo
341,784,0.3607668702873615,89124,23,6,12,9862,14,15,Rent,PhD,Widowed,14,0.18085904,Riesgo alto
342,813,0.1561608346209625,160920,33,6,3,7519,12,21,Rent,Masters,Married,4,0.19882944,Riesgo alto
343,565,0.9553534130626034,119587,58,9,6,3314,12,17,Rent,Masters,Married,15,0.22798169,Riesgo alto
344,650,0.1178543534772796,118817,56,1,5,16402,14,7,Own,Masters,Divorced,28,0.20044683,Riesgo alto
345,544,0.2022268263564089,184624,80,3,15,5697,2,7,Own,Masters,Single,6,0.23210877,Riesgo bajo
346,394,0.7074052959076863,133296,46,8,14,12180,0,8,Mortgage,Masters,Divorced,2,0.16699931,Sin riesgo
347,727,0.6418385147444314,34162,45,5,16,16970,3,13,Own,High School,Single,28,0.30818775,Riesgo bajo
348,813,0.3770081354001352,64696,60,4,17,7364,15,8,Own,PhD,Divorced,4,0.2907567,Riesgo muy alto
349,413,0.8869587657328153,185137,75,3,10,7164,3,23,Rent,Bachelor,Divorced,6,0.29437974,Riesgo bajo
350,752,0.598365686683227,100998,50,9,7,3632,19,27,Own,Bachelor,Married,0,0.31751788,Riesgo muy alto
351,641,0.7683848188889438,27872,67,9,3,1242,19,10,Rent,PhD,Widowed,18,0.2218744,Riesgo muy alto
352,314,0.1339676530346806,45287,57,1,6,5226,8,13,Own,PhD,Widowed,0,0.22618453,Riesgo medio
353,834,0.3830621685308988,66176,67,3,10,4667,3,14,Rent,Bachelor,Married,12,0.29678398,Riesgo bajo
354,443,0.2519825358618189,170863,48,1,10,8644,11,16,Own,High School,Single,23,0.24821758,Riesgo alto
355,614,0.9269177321224568,87041,55,3,17,8991,0,11,Own,PhD,Divorced,24,0.316258,Sin riesgo
356,378,0.5697258359788206,84092,84,2,14,12121,1,19,Rent,PhD,Widowed,19,0.24197072,Riesgo bajo
357,395,0.8401882614287597,179637,70,1,9,11350,3,11,Rent,High School,Married,8,0.2607204,Riesgo bajo
358,670,0.0279317779769671,45115,29,4,17,5894,7,23,Own,Masters,Divorced,14,0.21981724,Riesgo medio
359,532,0.7672376074523642,127800,83,1,6,17375,9,27,Own,Bachelor,Divorced,24,0.33810815,Riesgo medio
360,516,0.3143796593710414,51343,43,9,8,6820,3,5,Mortgage,Bachelor,Widowed,19,0.16731185,Riesgo bajo
361,578,0.0649048512698934,78678,85,7,13,11399,5,3,Rent,Masters,Divorced,9,0.0,Riesgo medio
362,752,0.1286324138492172,194070,46,4,9,14388,8,28,Own,Bachelor,Married,26,0.31198785,Riesgo medio
363,536,0.3218254543152953,33674,63,8,11,7175,4,1,Own,Masters,Widowed,1,0.15016669,Riesgo bajo
364,440,0.1186835344876737,145521,40,0,2,8773,14,11,Own,Bachelor,Single,3,0.26131043,Riesgo alto
365,727,0.0665772480909649,166356,55,3,16,1036,11,27,Own,Bachelor,Widowed,5,0.2485388,Riesgo alto
366,623,0.1165071159811602,23435,18,5,10,3505,0,2,Mortgage,PhD,Married,4,0.2457561,Sin riesgo
367,791,0.8760156932684346,146064,36,2,18,5716,2,21,Own,Bachelor,Widowed,21,0.28668055,Riesgo bajo
368,593,0.3795315689111994,158350,19,8,5,7862,6,13,Mortgage,PhD,Divorced,11,0.16537605,Riesgo medio
369,544,0.4315997099878685,108147,32,0,10,3552,11,2,Own,High School,Divorced,3,0.22474967,Riesgo alto
370,387,0.489606329620782,147585,37,1,12,1203,9,24,Rent,PhD,Divorced,26,0.26770282,Riesgo medio
371,793,0.7826726525595488,49461,51,0,8,8914,3,21,Own,High School,Divorced,8,0.28004593,Riesgo bajo
372,539,0.2342226615177189,188607,47,8,1,12762,12,16,Own,Bachelor,Divorced,19,0.22267133,Riesgo alto
373,312,0.6763177035864403,148314,19,6,7,18800,9,24,Rent,Bachelor,Divorced,28,0.25966898,Riesgo medio
374,849,0.8805636352195154,50834,54,5,16,17009,4,12,Rent,Bachelor,Widowed,16,0.21128468,Riesgo bajo
375,381,0.9445945645987796,62914,81,3,3,10786,15,7,Own,PhD,Single,6,0.30619124,Riesgo muy alto
376,522,0.6948176407790642,165127,26,6,8,11312,6,24,Own,Bachelor,Divorced,11,0.26689607,Riesgo medio
377,456,0.988060726583453,34245,38,6,10,19169,0,18,Rent,High School,Single,29,0.32794517,Sin riesgo
378,452,0.8923013118499725,83534,60,9,5,6108,7,16,Own,Bachelor,Married,2,0.29987714,Riesgo medio
379,332,0.6666324914131986,131343,53,7,5,2398,2,24,Rent,Bachelor,Single,11,0.2961095,Riesgo bajo
380,695,0.9047666102596426,30070,81,8,19,16231,17,20,Mortgage,Bachelor,Divorced,24,0.30071092,Riesgo muy alto
381,387,0.7535812971161938,148890,36,3,15,1326,2,21,Mortgage,High School,Widowed,24,0.27304664,Riesgo bajo
382,513,0.5226624706336075,37808,76,6,10,13462,6,25,Rent,Masters,Single,4,0.26766932,Riesgo medio
383,471,0.4935453988370825,139947,40,3,17,3070,4,5,Own,PhD,Married,25,0.30834335,Riesgo bajo
384,356,0.9787976073760662,91243,23,8,15,3274,8,11,Own,Masters,Widowed,19,0.2069657,Riesgo medio
385,626,0.7137944571597715,97740,44,7,15,16013,2,6,Rent,High School,Single,26,0.28292918,Riesgo bajo
386,512,0.2429045120702175,69216,64,1,10,19510,12,12,Rent,Bachelor,Widowed,21,0.20107181,Riesgo alto
387,568,0.7000116538857628,43356,84,1,2,19563,16,11,Mortgage,High School,Single,20,0.30342886,Riesgo muy alto
388,755,0.026302385450171,163492,72,6,19,2407,11,12,Mortgage,High School,Single,1,0.19193168,Riesgo alto
389,518,0.25246968285992,124865,71,6,9,18589,14,16,Rent,Masters,Single,24,0.22723861,Riesgo alto
390,650,0.9000953303376401,135773,76,6,9,13855,17,3,Mortgage,Masters,Married,5,0.24723414,Riesgo muy alto
391,575,0.7085908770445064,186021,20,1,11,18290,15,11,Rent,PhD,Divorced,12,0.22677824,Riesgo muy alto
392,556,0.973169491089922,171242,50,9,8,18599,12,22,Rent,PhD,Married,8,0.27838248,Riesgo alto
393,589,0.7757413087586637,139638,34,0,17,16892,19,21,Rent,PhD,Married,16,0.28095636,Riesgo muy alto
394,300,0.4978167442794995,38772,77,8,8,1513,10,0,Own,Bachelor,Single,19,0.28628385,Riesgo medio
395,835,0.3200035133070136,129922,31,1,9,11492,3,3,Own,High School,Single,8,0.17909507,Riesgo bajo
396,357,0.24815418293833,69044,25,4,15,9051,7,16,Mortgage,PhD,Single,0,0.23699217,Riesgo medio
397,646,0.5699107365940572,107285,47,6,14,14700,0,9,Rent,PhD,Single,21,0.28697354,Sin riesgo
398,533,0.217335039329795,134840,20,3,0,14947,13,7,Rent,High School,Married,23,0.21565866,Riesgo alto
399,622,0.5087519599763227,20708,47,2,12,17986,4,14,Own,High School,Widowed,26,0.22145183,Riesgo bajo
400,425,0.6806225700836558,180626,48,5,17,12408,13,15,Own,PhD,Married,12,0.29888037,Riesgo alto
401,478,0.8767488413986271,96408,42,8,10,8312,13,11,Rent,High School,Single,9,0.27792624,Riesgo alto
402,572,0.8816667257531433,138016,67,8,18,6004,0,7,Own,Bachelor,Single,4,0.3158618,Sin riesgo
403,625,0.0896879687983003,71420,64,0,12,14823,12,4,Rent,Masters,Single,29,0.20505714,Riesgo alto
404,381,0.6735136740488412,184491,35,9,11,12270,0,8,Rent,PhD,Single,24,0.26431957,Sin riesgo
405,636,0.4086965141564428,63718,78,3,15,15659,13,17,Mortgage,Bachelor,Married,12,0.3372732,Riesgo alto
406,721,0.0885207652968108,100575,42,0,13,18184,3,10,Own,Bachelor,Married,18,0.27604806,Riesgo bajo
407,797,0.6451697561517692,106854,65,7,5,5704,15,16,Rent,PhD,Married,22,0.30066875,Riesgo muy alto
408,472,0.1109127526699439,160425,76,4,3,19312,17,20,Mortgage,High School,Married,25,0.24301413,Riesgo muy alto
409,818,0.3012943511515843,103156,63,4,8,1370,1,20,Rent,Masters,Single,14,0.22224578,Riesgo bajo
410,532,0.4742901156014693,50510,40,2,11,9764,4,27,Own,High School,Married,15,0.29024237,Riesgo bajo
411,419,0.1650379409913719,96483,43,1,2,15361,19,7,Own,High School,Married,29,0.25248888,Riesgo muy alto
412,642,0.3336858560002795,169041,34,4,10,19177,8,16,Own,PhD,Divorced,24,0.23653829,Riesgo medio
413,654,0.2900481969347285,93923,81,2,10,16550,7,23,Rent,High School,Single,17,0.26165843,Riesgo medio
414,824,0.6288299415158943,84196,77,9,14,3329,15,0,Own,PhD,Divorced,23,0.26953083,Riesgo muy alto
415,503,0.1184555386610365,112101,54,8,13,17129,15,9,Own,High School,Divorced,1,0.1750375,Riesgo muy alto
416,803,0.9793502511775262,131172,57,5,3,4620,11,1,Mortgage,Bachelor,Widowed,23,0.22652763,Riesgo alto
417,308,0.0084791144028788,76100,60,2,11,8647,17,28,Own,PhD,Married,14,0.29800808,Riesgo muy alto
418,403,0.7413241364595792,152638,28,6,14,8531,15,5,Mortgage,PhD,Single,5,0.24739438,Riesgo muy alto
419,812,0.0135688105747538,63420,65,4,1,6263,5,19,Rent,High School,Widowed,25,0.0,Riesgo medio
420,642,0.246842626423466,29273,30,4,13,12938,9,29,Rent,Bachelor,Widowed,22,0.17822981,Riesgo medio
421,528,0.4178172798384648,54433,27,4,14,6334,5,18,Own,Bachelor,Widowed,9,0.22990239,Riesgo medio
422,324,0.394732100509372,162038,48,5,1,4288,11,15,Mortgage,High School,Widowed,25,0.18914923,Riesgo alto
423,446,0.306230497726609,62728,36,1,8,2839,19,24,Rent,PhD,Widowed,9,0.20932746,Riesgo muy alto
424,461,0.7437051385517605,93271,86,2,10,15010,12,15,Mortgage,High School,Married,13,0.29200378,Riesgo alto
425,581,0.876312359435094,154702,42,1,12,12756,13,27,Own,High School,Widowed,4,0.27089244,Riesgo alto
426,781,0.5246555563872811,75265,83,3,7,12894,15,27,Mortgage,High School,Widowed,28,0.1867577,Riesgo muy alto
427,338,0.6070713495988395,53337,67,9,1,9083,10,9,Rent,PhD,Single,29,0.27099478,Riesgo medio
428,505,0.3889244160846444,97348,62,4,6,6735,19,10,Mortgage,Bachelor,Divorced,23,0.24448846,Riesgo muy alto
429,624,0.4358259711032395,151875,25,5,4,14866,3,9,Own,High School,Widowed,5,0.0,Riesgo bajo
430,781,0.8798713495728374,67045,34,8,17,16100,15,26,Own,Masters,Widowed,29,0.21634056,Riesgo muy alto
431,578,0.2752482273123174,69899,83,4,14,11287,8,21,Mortgage,Bachelor,Divorced,18,0.2780933,Riesgo medio
432,450,0.0925601880200882,190971,83,3,13,7168,2,16,Own,PhD,Widowed,4,0.23180397,Riesgo bajo
433,551,0.4059975905257498,57186,83,8,14,7368,9,20,Own,High School,Single,17,0.27513573,Riesgo medio
434,373,0.3719958737131065,44802,88,6,3,12715,10,5,Mortgage,PhD,Divorced,4,0.24150461,Riesgo medio
435,693,0.8487686487033959,127600,38,8,4,8238,19,15,Rent,High School,Widowed,21,0.17240168,Riesgo muy alto
436,837,0.2679013918031516,30105,68,6,13,17939,7,27,Own,Masters,Divorced,3,0.23917906,Riesgo medio
437,705,0.3111264439656953,22571,49,6,14,15169,11,29,Mortgage,Masters,Divorced,25,0.1968842,Riesgo alto
438,739,0.3627310543968337,57617,28,4,13,2370,10,18,Mortgage,High School,Single,0,0.23242205,Riesgo medio
439,809,0.0983103893248005,160057,58,3,10,10877,1,27,Mortgage,High School,Widowed,11,0.0,Riesgo bajo
440,556,0.1035814778192082,128338,43,7,14,6919,19,12,Rent,PhD,Single,5,0.2698195,Riesgo muy alto
441,628,0.7879696024889058,89931,32,2,16,2419,12,20,Own,High School,Single,4,0.2795384,Riesgo alto
442,633,0.3241469187351319,182480,42,7,2,17421,1,9,Own,PhD,Divorced,24,0.21443646,Riesgo bajo
443,635,0.8469323467355637,100482,21,1,10,8012,5,24,Mortgage,Bachelor,Divorced,29,0.30137962,Riesgo medio
444,441,0.1185602640922235,152227,63,9,8,2041,18,11,Own,PhD,Widowed,20,0.2063172,Riesgo muy alto
445,690,0.8031917464490583,129239,81,2,8,16262,17,24,Mortgage,Masters,Married,19,0.31752077,Riesgo muy alto
446,386,0.5063085585519935,143257,26,5,16,3697,10,23,Own,High School,Single,7,0.25136188,Riesgo medio
447,444,0.4527869482437203,147584,37,7,10,14043,9,29,Rent,Bachelor,Divorced,24,0.24936849,Riesgo medio
448,416,0.9015792172246374,20120,62,7,3,17049,2,21,Rent,High School,Widowed,17,0.22631802,Riesgo bajo
